id,sheet_id,topic,title,url,difficulty,problem_order
1484,6,Dynamic Programming,"Smallest sum contiguous subarray","",Easy,1484
1485,6,Dynamic Programming,"Unbounded Knapsack","",Medium,1485
1486,6,Dynamic Programming,"Count number of ways to reach a given score in a game","",Medium,1486
1487,6,Dynamic Programming,"Count number of ways to tile a 2 x n board","",Medium,1487
1488,6,Dynamic Programming,"Count number of binary strings without consecutive 1s","",Medium,1Which sheet to solve?
1489,6,Dynamic Programming,"Program for n-th Catalan Number","",Hard,1489
1490,6,Dynamic Programming,"Shortest Common Supersequence","",Medium,1490
1491,6,Dynamic Programming,"Wildcard Pattern Matching","",Hard,1This content isn't available.
1492,6,Dynamic Programming,"Space Optimized Solution of LCS","",Medium,1492
1493,6,Dynamic Programming,"Longest subsequence such that difference between adjacents is one","",Medium,1493
1494,6,Dynamic Programming,"Find length of longest subsequence of a string which is substring of another","",Hard,1494
1495,6,Dynamic Programming,"Maximum length of pair chain","",Medium,1495
1496,6,Dynamic Programming,"Minimum number of deletions to make a string palindrome","",Medium,1496
1497,6,Dynamic Programming,"Minimum number of insertions to make a string palindrome","",Medium,1497
1498,6,Dynamic Programming,"Find if a string is interleaved of two other strings","",Medium,1498
1499,6,Dynamic Programming,"Maximum sum of 3 non-overlapping subarrays of given size","",Hard,1499
1500,6,Dynamic Programming,"Count subsequences of type a^i b^j c^k","",Medium,1500
1501,6,Dynamic Programming,"Maximum subsequence sum such that no three are consecutive","",Medium,1501
1502,6,Bit Manipulation,"Find position of the only set bit","",Easy,1502
1503,6,Bit Manipulation,"Count total set bits in all numbers from 1 to n","",Medium,1503
1504,6,Bit Manipulation,"Program to find whether a no is power of two","",Easy,1This content isn't available.
1505,6,Bit Manipulation,"Find the two non-repeating elements in an array","",Medium,1505
1506,6,Bit Manipulation,"Find the element that appears once","",Easy,1506
1507,6,Bit Manipulation,"Copy set bits in a range","",Easy,1507
1508,6,Bit Manipulation,"Swap all odd and even bits","",Easy,1508
1509,6,Bit Manipulation,"Divide two integers without using multiplication, division and mod","",Medium,1509
1510,6,Bit Manipulation,"Calculate square of a number without using *, / and pow()","",Easy,1510
1511,6,Bit Manipulation,"Power Set","",Medium,1511
1512,6,Dynamic Programming,"Find length of largest rectangular sub-matrix of 1's","",Medium,1512
1513,6,Dynamic Programming,"Maximum size rectangle","",Hard,1513
1514,6,Dynamic Programming,"Maximum sum of 3 non-overlapping subarrays","",Hard,1514
1515,6,Dynamic Programming,"Count derivations to make a string palindromic","",Medium,1515
1516,6,Dynamic Programming,"Smallest value of n such that n/2 + n/3 + n/4 = x","",Hard,1516
1517,6,Dynamic Programming,"Longest Common Increasing Subsequence","",Hard,1517
1518,6,Dynamic Programming,"Shortest Common Supersequence length","",Medium,1518
1519,6,Dynamic Programming,"Find maximum sum of a path in a matrix","",Medium,1519
1520,6,Dynamic Programming,"Count subsequences of type a^i b^j c^k","",Medium,1520
1521,6,Dynamic Programming,"Longest alternating subsequence","",Medium,1521
1522,6,Dynamic Programming,"Count of strings with consecutive 1's","",Medium,1522
1523,6,Dynamic Programming,"Maximum sum of pairs with specific difference","",Medium,1SDE vs. SWE
1524,6,Dynamic Programming,"Maximum size subarray sum equal to k","",Medium,1524
1525,6,Dynamic Programming,"N-th Fibonacci Number","",Easy,1525
1526,6,Dynamic Programming,"Climbing Stairs","",Easy,1526
1527,6,Dynamic Programming,"Count ways to reach the n-th stair","",Easy,1527
1528,6,Dynamic Programming,"House Robber","",Medium,1528
